date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:43	19474/19474	---MCZ	200	added ('OK')	text/css	etag:W/%2263889aaf-4c12%22	https://htmldemo.net/urdan/urdan/assets/css/plugins/jquery-ui.css	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/css/plugins/jquery-ui.css	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:44	4007/4007	---MCZ	200	added ('OK')	text/css	etag:W/%2263889ab1-fa7%22	https://htmldemo.net/urdan/urdan/assets/css/plugins/nice-select.css	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/css/plugins/nice-select.css	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:44	16265/16265	---MCZ	200	added ('OK')	text/css	etag:W/%2263889ab3-3f89%22	https://htmldemo.net/urdan/urdan/assets/css/plugins/select2.min.css	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/css/plugins/select2.min.css	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:45	953/953	---MCZ	200	added ('OK')	text/css	etag:W/%2263889aaf-3b9%22	https://htmldemo.net/urdan/urdan/assets/css/plugins/easyzoom.css	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/css/plugins/easyzoom.css	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:45	2033/2033	---MCZ	200	added ('OK')	text/css	etag:W/%2263889ab3-7f1%22	https://htmldemo.net/urdan/urdan/assets/css/plugins/slinky.css	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/css/plugins/slinky.css	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:47	1502/1502	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:24:46%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/flag.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/flag.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:47	1022965/1022965	---MCZ	200	added ('OK')	text/css	etag:W/%2263889a6e-f9bf5%22	https://htmldemo.net/urdan/urdan/assets/css/style.css	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/css/style.css	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:48	1179/1179	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:24:48%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/spanish.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/spanish.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:48	1265/1265	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:24:48%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/arabic.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/arabic.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:49	112480/112480	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a18-1b760%22	https://htmldemo.net/urdan/urdan/index.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:49	2045/2045	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:24:49%20GMT	https://htmldemo.net/urdan/urdan/assets/images/logo/logo.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/logo/logo.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:50	111266/111266	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a10-1b2a2%22	https://htmldemo.net/urdan/urdan/index-2.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index-2.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:50	126086/126086	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a13-1ec86%22	https://htmldemo.net/urdan/urdan/index-4.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index-4.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:51	120380/120380	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a13-1d63c%22	https://htmldemo.net/urdan/urdan/index-5.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index-5.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:51	61634/61634	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a15-f0c2%22	https://htmldemo.net/urdan/urdan/index-6.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index-6.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:51	110202/110202	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a15-1ae7a%22	https://htmldemo.net/urdan/urdan/index-7.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index-7.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:52	46054/46054	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a17-b3e6%22	https://htmldemo.net/urdan/urdan/index-8.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/index-8.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:53	78556/78556	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a29-132dc%22	https://htmldemo.net/urdan/urdan/shop.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/shop.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:53	77456/77456	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a27-12e90%22	https://htmldemo.net/urdan/urdan/shop-sidebar.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/shop-sidebar.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:54	78222/78222	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a25-1318e%22	https://htmldemo.net/urdan/urdan/shop-list.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/shop-list.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:54	77251/77251	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a23-12dc3%22	https://htmldemo.net/urdan/urdan/shop-list-sidebar.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/shop-list-sidebar.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:55	77444/77444	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a27-12e84%22	https://htmldemo.net/urdan/urdan/shop-right-sidebar.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/shop-right-sidebar.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:55	37056/37056	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a25-90c0%22	https://htmldemo.net/urdan/urdan/shop-location.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/shop-location.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:56	62568/62568	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a23-f468%22	https://htmldemo.net/urdan/urdan/product-details.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/product-details.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:56	62582/62582	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a1c-f476%22	https://htmldemo.net/urdan/urdan/product-details-2.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/product-details-2.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:57	58599/58599	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a20-e4e7%22	https://htmldemo.net/urdan/urdan/product-details-gallery.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/product-details-gallery.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:57	61809/61809	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a1e-f171%22	https://htmldemo.net/urdan/urdan/product-details-affiliate.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/product-details-affiliate.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:58	63639/63639	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a20-f897%22	https://htmldemo.net/urdan/urdan/product-details-group.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/product-details-group.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:58	55751/55751	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a1e-d9c7%22	https://htmldemo.net/urdan/urdan/product-details-fixed-img.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/product-details-fixed-img.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:59	101612/101612	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:24:59%20GMT	https://htmldemo.net/urdan/urdan/assets/images/banner/menu.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/banner/menu.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:54:59	41922/41922	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a05-a3c2%22	https://htmldemo.net/urdan/urdan/about-us.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/about-us.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:01	40442/40442	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a0b-9dfa%22	https://htmldemo.net/urdan/urdan/cart.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/cart.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:03	48574/48574	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a0c-bdbe%22	https://htmldemo.net/urdan/urdan/checkout.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/checkout.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:03	45084/45084	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a1a-b01c%22	https://htmldemo.net/urdan/urdan/my-account.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/my-account.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:04	38409/38409	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a29-9609%22	https://htmldemo.net/urdan/urdan/wishlist.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/wishlist.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:04	37471/37471	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a0e-925f%22	https://htmldemo.net/urdan/urdan/compare.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/compare.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:05	34182/34182	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a0e-8586%22	https://htmldemo.net/urdan/urdan/contact-us.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/contact-us.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:05	32538/32538	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a19-7f1a%22	https://htmldemo.net/urdan/urdan/login-register.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/login-register.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:06	39684/39684	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a0a-9b04%22	https://htmldemo.net/urdan/urdan/blog.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/blog.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:06	46792/46792	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a07-b6c8%22	https://htmldemo.net/urdan/urdan/blog-sidebar.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/blog-sidebar.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:07	50770/50770	---MCZ	200	added ('OK')	text/html	etag:W/%2263889a08-c652%22	https://htmldemo.net/urdan/urdan/blog-details.html	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/blog-details.html	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:07	1961/1961	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2011:25:07%20GMT	https://htmldemo.net/urdan/urdan/assets/images/cart/cart-1.jpg	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/cart/cart-1.jpg	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:08	1971/1971	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2011:25:08%20GMT	https://htmldemo.net/urdan/urdan/assets/images/cart/cart-2.jpg	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/cart/cart-2.jpg	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:08	66361/66361	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2011:25:08%20GMT	https://htmldemo.net/urdan/urdan/assets/images/slider/slider-bg-3.jpg	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/slider/slider-bg-3.jpg	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:09	54345/54345	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2011:25:09%20GMT	https://htmldemo.net/urdan/urdan/assets/images/slider/slider-bg-3-2.jpg	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/slider/slider-bg-3-2.jpg	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:10	105859/105859	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:09%20GMT	https://htmldemo.net/urdan/urdan/assets/images/banner/banner-6.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/banner/banner-6.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:10	2363/2363	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:10%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/car.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/car.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:10	211404/211404	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:10%20GMT	https://htmldemo.net/urdan/urdan/assets/images/banner/banner-7.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/banner/banner-7.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:11	2025/2025	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:11%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/time.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/time.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:11	2416/2416	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:11%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/dollar.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/dollar.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:12	2088/2088	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:12%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/discount.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/discount.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:12	15771/15771	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:12%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-1.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-1.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:13	29281/29281	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:13%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-2.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-2.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:13	17800/17800	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:13%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-3.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-3.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:14	29127/29127	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:14%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-4.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-4.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:14	51075/51075	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:14%20GMT	https://htmldemo.net/urdan/urdan/assets/images/banner/banner-8.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/banner/banner-8.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:15	56988/56988	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:15%20GMT	https://htmldemo.net/urdan/urdan/assets/images/banner/banner-9.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/banner/banner-9.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:16	220812/220812	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:15%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/single-product-2.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/single-product-2.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:16	15508/15508	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:16%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-5.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-5.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:16	16389/16389	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:16%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-6.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-6.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:17	17210/17210	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:17%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-7.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-7.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:17	31129/31129	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:17%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-8.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-8.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:18	30882/30882	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:18%20GMT	https://htmldemo.net/urdan/urdan/assets/images/product/product-9.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/product/product-9.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:19	4625/4625	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:18%20GMT	https://htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-1.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-1.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:19	6134/6134	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:19%20GMT	https://htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-2.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-2.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:20	7221/7221	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:19%20GMT	https://htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-3.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-3.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:20	7897/7897	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:20%20GMT	https://htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-4.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-4.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:21	5709/5709	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:21%20GMT	https://htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-5.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/brand-logo/brand-logo-5.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:21	102417/102417	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:21%20GMT	https://htmldemo.net/urdan/urdan/assets/images/blog/blog-1.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/blog/blog-1.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:22	112108/112108	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:22%20GMT	https://htmldemo.net/urdan/urdan/assets/images/blog/blog-2.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/blog/blog-2.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:23	90735/90735	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:22%20GMT	https://htmldemo.net/urdan/urdan/assets/images/blog/blog-3.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/blog/blog-3.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
16:55:23	4668/4668	---MC-	200	added ('OK')	image/png	date:Tue,%2027%20Feb%202024%2011:25:23%20GMT	https://htmldemo.net/urdan/urdan/assets/images/icon-img/payment.png	C:/Users/user/Downloads/afxxlll/htmldemo.net/urdan/urdan/assets/images/icon-img/payment.png	(from https://htmldemo.net/urdan/urdan/index-3.html)
